Table S2. Genes that responded to Pou5f1 suppression in ZHBTc4 ES cells,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Features of OCT4/NANOG binding site,,,,,,,,,,,,
Z00003065-1,Crsp3,33.68,-0.204,1.599,1,4.17,0.00005,0.0002,16024,0,0,2,2,2.9411,0,0,0.2984,0,1,Crsp3,"cofactor required for Sp1 transcriptional activation, subunit 3"
Z00005538-1,Abcb8,35.38,-0.204,1.599,0,5.239,0,0.00001,-777,0,0,1,2,4.6152,0,0,0.3266,0,0,Abcb8,"ATP-binding cassette, sub-family B (MDR/TAP), member 8"
Z00009354-1,Cul5,21.04,-0.204,1.599,1,5.066,0,0.00001,-25552,0,0,2,2,2.6461,0,0,0.3783,0,0,Cul5,cullin 5
Z00010712-1,Nit1,41.85,-0.204,1.599,1,5.11,0,0.00001,0,0,0,0,0,0,0,0,1,0,0,Nit1,nitrilase 1
Z00011632-1,Smarcb1,57.64,-0.204,1.599,0,8.51,0,0,-2076,0,0,2,0,2.1885,0,0,0.5423,0,1,Smarcb1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
Z00012447-1,Stk38,26.77,-0.204,1.599,1,3.034,0.00209,0.00588,-188,1,0,2,16,12.0766,0,0,0.0117,1,0,Stk38,serine/threonine kinase 38
Z00016226-1,Plekhg4,104.52,-0.204,1.599,0,5.499,0,0,-632,0,0,0,2,2.9307,0,0,0.4667,0,0,Plekhg4,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4"
Z00021546-1,St6galnac5,22.55,-0.204,1.599,0,5.179,0,0.00001,-65400,0,0,2,1,1.7435,0,0,0.6149,0,0,St6galnac5,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
Z00023218-1,Aqp5,67.04,-0.204,1.599,0,16.487,0,0,0,0,0,0,0,0,0,0,1,0,0,Aqp5,aquaporin 5
Z00025431-1,P2ry1,84.7,-0.204,1.599,0,5.361,0,0,-10447,0,0,0,3,2.2115,0,0,0.5076,0,0,P2ry1,"purinergic receptor P2Y, G-protein coupled 1"
Z00026297-1,Fhl5,37.5,-0.204,1.599,0,4.885,0,0.00002,-82750,0,1,2,7,3.2828,0,0,0.3474,0,1,Fhl5,four and a half LIM domains 5
Z00028002-1,4933422A05Rik,80.24,-0.204,1.599,0,4.496,0.00002,0.00007,0,0,0,0,0,0,0,0,1,0,0,4933422A05Rik,RIKEN cDNA 4933422A05 gene
Z00029089-1,C530044C16Rik,102.2,-0.204,1.599,0,4.519,0.00002,0.00007,0,0,0,0,0,0,0,0,1,0,0,C530044C16Rik,RIKEN cDNA C530044C16 gene
Z00029510-1,LOC433944,45.84,-0.204,1.599,0,9.325,0,0,9769,0,0,3,1,3.1194,0,0,0.3665,0,0,LOC433944,hypothetical gene supported by AK083542
Z00031991-1,Rdh1,100.42,-0.204,1.599,0,4.881,0.00001,0.00002,0,0,0,0,0,0,0,0,1,0,0,Rdh1,retinol dehydrogenase 1 (all trans)
Z00032470-1,Rpl39,88.81,-0.204,1.599,0,7.956,0,0,0,0,0,0,0,0,0,0,1,0,0,Rpl39,ribosomal protein L39
Z00034952-1,Grhpr,101.5,-0.204,1.599,0,5.578,0,0,6847,0,0,4,0,2.5603,0,0,0.494,0,0,Grhpr,glyoxylate reductase/hydroxypyruvate reductase
Z00039693-1,4930424G05Rik,22.73,-0.204,1.599,0,9.351,0,0,0,0,0,0,0,0,0,-0.390137764,1,0,0,4930424G05Rik,RIKEN cDNA 4930424G05 gene
Z00051664-1,Znhit1,21.09,-0.204,1.599,0,5.636,0.00016,0,-36639,0,0,2,1,1.988,0,-0.225674677,0.6033,0,0,Znhit1,"zinc finger, HIT domain containing 1"
Z00054269-1,A230079K17Rik,23.97,-0.204,1.599,0,8.272,0,0,-622,0,0,0,2,2.9307,0,0,0.5338,0,0,A230079K17Rik,RIKEN cDNA A230079K17 gene
Z00054605-1,Foxn4,22.6,-0.204,1.599,0,12.836,0,0,-25703,1,0,0,6,1.7021,0,0,0.6162,0,1,Foxn4,forkhead box N4
Z00070146-1,4930443B20Rik,18.95,-0.204,1.599,0,5.787,0.00012,0,0,0,0,0,0,0,0,0,1,0,0,4930443B20Rik,RIKEN cDNA 4930443B20 gene
Z00009700-1,Bola2,111,-0.203,1.595,0,8.393,0,0,2521,0,1,2,1,3.6449,0,0,0.5066,0,1,Bola2,bolA-like 2 (E. coli)
Z00009843-1,Mat2b,10.94,-0.203,1.595,1,3.954,0.00011,0.00038,14644,0,1,5,0,2.4731,0,0,0.5428,0,0,Mat2b,"methionine adenosyltransferase II, beta"
Z00009958-1,Gm1060,23.54,-0.203,1.595,0,5.547,0,0,-1082,0,0,2,1,4.4146,0,0,0.4846,0,0,Gm1060,"gene model 1060, (NCBI)"
Z00012526-1,B230208H17Rik,57.8,-0.203,1.595,1,6.489,0,0,4421,0,0,0,2,2.0929,0,0,0.4865,0,0,B230208H17Rik,RIKEN cDNA B230208H17 gene
Z00019799-1,Col4a4,31.91,-0.203,1.595,0,7.844,0,0,-20836,0,0,0,2,1.4732,0,0,0.5466,0,0,Col4a4,"procollagen, type IV, alpha 4"
Z00022084-1,Dock1,67.46,-0.203,1.595,1,5.241,0,0.00001,29833,0,0,1,4,2.8627,0,0,0.4677,0,0,Dock1,dedicator of cyto-kinesis 1
Z00022844-1,Tsx,23.08,-0.203,1.595,0,4.637,0.00001,0.00004,38857,0,0,2,0,1.1272,0,-0.255454461,0.7725,0,0,Tsx,testis specific X-linked gene
Z00027798-1,Gluld1,22.28,-0.203,1.595,0,5.524,0,0,57565,0,0,2,2,2.2015,0,0,0.5673,0,0,Gluld1,glutamate-ammonia ligase (glutamine synthetase) domain containing 1
Z00031238-1,Igk-V21-12,21.22,-0.203,1.595,1,4.261,0.00004,0.00015,0,0,0,0,0,0,0,0,1,0,0,Igk-V21-12,similar to Ig kappa chain V-III region MOPC 63 precursor
Z00034078-1,Rest,13.64,-0.203,1.595,1,4.024,0.00009,0.00031,-3215,0,0,5,5,7.4433,0,-0.287913186,0.2352,2,1,Rest,RE1-silencing transcription factor
Z00034985-1,Angel2,63.79,-0.203,1.595,0,6.556,0,0,-9065,0,0,4,1,3.5631,0,0,0.3404,0,0,Angel2,angel homolog 2 (Drosophila)
Z00035379-1,Ell,23,-0.203,1.595,1,7.212,0,0,-180,1,0,8,2,7.9362,0,0.181690537,0.2188,0,0,Ell,elongation factor RNA polymerase II
Z00036124-1,Dcn,4.82,-0.203,1.595,1,3.723,0.00024,0.00078,4419,0,0,3,0,2.3679,0,0,0.5428,0,0,Dcn,decorin
Z00036621-1,4632404N19Rik,4.77,-0.203,1.595,1,3.461,0.00055,0.00171,0,0,0,0,0,0,0,0,1,0,0,4632404N19Rik,RIKEN cDNA 4632404N19 gene
Z00046103-1,Pus3,21.58,-0.203,1.595,0,5.442,0.00023,0,2989,0,0,3,0,2.5872,0,-0.186477155,0.5417,0,0,Pus3,pseudouridine synthase 3
Z00046430-1,Tspan1,8.32,-0.203,1.595,0,9.247,0,0,4493,0,0,2,0,1.8374,0,0,0.465,0,0,Tspan1,tetraspanin 1
Z00047080-1,4921521F21Rik,5.61,-0.203,1.595,1,10.012,0,0,3676,0,0,0,4,3.3453,0,0,0.5281,0,0,4921521F21Rik,RIKEN cDNA 4921521F21 gene
Z00050115-1,Slc10a3,18.69,-0.203,1.595,0,5.385,0.00025,0,0,0,0,0,0,0,0,0,1,0,0,Slc10a3,"solute carrier family 10 (sodium/bile acid cotransporter family), member 3"
Z00054888-1,Casp1,45.85,-0.203,1.595,1,4.7,0.00001,0.00004,-133476,0,0,2,0,0.8523,0,0,0.7649,0,0,Casp1,caspase 1
Z00055384-1,Hes1,107.11,-0.203,1.595,0,12.622,0,0,-8581,0,0,1,2,2.8363,0,0,0.4773,0,1,Hes1,hairy and enhancer of split 1 (Drosophila)
Z00058267-1,Mycl1,40.64,-0.203,1.595,1,3.816,0.00017,0.00059,5231,0,0,3,1,3.5935,0,-0.326153071,0.4344,0,0,Mycl1,"v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)"
Z00058281-1,Klk10,21.38,-0.203,1.595,0,8.377,0,0,5365,0,0,2,0,1.7621,0,0,0.6149,0,0,Klk10,kallikrein related-peptidase 10
Z00072618-1,LOC435857,22.75,-0.203,1.595,0,8.107,0,0,0,0,0,0,0,0,0,0,1,0,0,LOC435857,
Z00000280-1,Arl5a,39.72,-0.202,1.592,1,7.914,0,0,44561,0,0,2,0,1.0927,0,0,0.6675,0,0,Arl5a,ADP-ribosylation factor-like 5A
Z00005935-1,Taf3,56.44,-0.202,1.592,0,9.685,0,0,-7325,0,0,2,1,2.8627,0,0,0.5048,0,1,Taf3,"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Z00007929-1,Ampd3,97.36,-0.202,1.592,0,14.448,0,0,-26647,0,0,1,3,2.5898,-0.234,0,0.494,0,0,Ampd3,AMP deaminase 3
Z00008492-1,Nup37,113.04,-0.202,1.592,0,4.365,0.00003,0.00011,20259,0,0,2,0,1.3064,-0.196,0,0.5452,0,0,Nup37,nucleoporin 37
Z00011266-1,Mif4gd,35.08,-0.202,1.592,1,3.682,0.00027,0.00088,-18704,0,0,2,0,1.3302,0,0,0.4831,0,0,Mif4gd,MIF4G domain containing
Z00018802-1,Col1a2,5.72,-0.202,1.592,1,9.485,0,0,65664,0,0,0,3,1.4584,0,0,0.563,0,0,Col1a2,"procollagen, type I, alpha 2"
Z00022745-1,Phospho1,5.58,-0.202,1.592,1,4.307,0.00003,0.00013,-8503,0,1,0,6,3.552,0,0,0.5218,0,0,Phospho1,"phosphatase, orphan 1"
Z00023421-1,Clec2h,59.14,-0.202,1.592,1,3.283,0.00096,0.00288,7711,0,1,0,2,1.8452,0,0,0.4865,0,0,Clec2h,"C-type lectin domain family 2, member h"
Z00023835-1,Phkg1,44.05,-0.202,1.592,0,6.299,0,0,8972,1,1,2,0,0.5084,0,0,0.8696,0,0,Phkg1,phosphorylase kinase gamma 1
Z00024680-1,Sgcd,105.55,-0.202,1.592,0,4.08,0.00007,0.00026,161125,0,0,2,1,1.4214,0,0,0.5655,0,0,Sgcd,"sarcoglycan, delta (dystrophin-associated glycoprotein)"
Z00026150-1,Ddx23,57.57,-0.202,1.592,1,4.201,0.00005,0.00018,374,1,0,5,0,3.4795,0,0,0.4573,0,0,Ddx23,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23
Z00026888-1,Tmprss11d,38.51,-0.202,1.592,1,6.153,0,0,-34486,0,1,1,6,3.3422,0,0,0.4344,0,0,Tmprss11d,"transmembrane protease, serine 11d"
Z00030110-1,1110007E10Rik,23.02,-0.202,1.592,0,5.337,0,0,0,0,0,0,0,0,0,0,1,0,0,1110007E10Rik,RIKEN cDNA 1110007E10 gene
Z00031091-1,Kcnu1,23.1,-0.202,1.592,0,7.115,0,0,-2271,0,0,2,1,3.7322,0,0,0.5046,0,0,Kcnu1,"potassium channel, subfamily U, member 1"
Z00031129-1,Pde6g,39.34,-0.202,1.592,1,4.6,0.00001,0.00005,-4454,1,0,1,3,2.821,0,0,0.4822,0,0,Pde6g,"phosphodiesterase 6G, cGMP-specific, rod, gamma"
Z00032209-1,D130007C19Rik,99.29,-0.202,1.592,0,6.048,0,0,24247,0,0,2,0,1.2542,0,0,0.606,0,0,D130007C19Rik,RIKEN cDNA D130007C19 gene
Z00034047-1,Slc20a2,49.77,-0.202,1.592,1,6.428,0,0,628,0,0,3,0,3.3154,0,-0.220138419,0.4573,0,0,Slc20a2,"solute carrier family 20, member 2"
Z00035334-1,1110007L15Rik,18.08,-0.202,1.592,1,5.478,0,0,5101,0,0,2,6,5.7732,0.208,0,0.319,0,0,1110007L15Rik,RIKEN cDNA 1110007L15 gene
Z00035361-1,Taf12,37.46,-0.202,1.592,1,7.225,0,0,-3931,1,0,5,0,2.2686,0,0,0.4852,0,1,Taf12,"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
Z00035368-1,Cdh11,5.61,-0.202,1.592,1,6.095,0,0,7905,0,0,0,2,1.8348,-0.595,0,0.563,0,0,Cdh11,cadherin 11
Z00036549-1,Zfp110,93.54,-0.202,1.592,0,5.167,0,0.00001,0,0,0,0,0,0,0,0,1,0,1,Zfp110,zinc finger protein 110
Z00039047-1,Etfb,65.15,-0.202,1.592,1,4.843,0.00001,0.00002,19499,0,0,2,0,1.3177,0,0,0.5881,0,0,Etfb,"electron transferring flavoprotein, beta polypeptide"
Z00039151-1,Snrpc,113.77,-0.202,1.592,0,8.111,0,0,2544,0,1,0,15,8.2114,0,0,0.201,0,0,Snrpc,U1 small nuclear ribonucleoprotein C
Z00060757-1,Hmgb1-rs17,19.03,-0.202,1.592,0,5.986,0.00008,0,0,0,0,0,0,0,0,0,1,0,0,Hmgb1-rs17,"high mobility group box 1, related sequence 17"
Z00061370-1,C030029H02Rik,19.08,-0.202,1.592,0,5.444,0.00023,0,0,0,0,0,0,0,0,0,1,0,0,C030029H02Rik,RIKEN cDNA C030029H02 gene
Z00069217-1,Msx1,39.53,-0.202,1.592,1,3.86,0.00015,0.00051,-8350,0,0,0,3,2.3267,0,0,0.4852,0,1,Msx1,"AGENCOURT_11261837 NIH_MGC_135 Mus musculus cDNA clone IMAGE:30138121 5', mRNA sequence"
Z00001863-1,Lman2,47.29,-0.201,1.588,1,8.49,0,0,23332,0,0,2,0,1.2652,0,0.232531343,0.6079,0,0,Lman2,"lectin, mannose-binding 2"
Z00002439-1,Cecr2,78.87,-0.201,1.588,0,17.777,0,0,10567,0,0,0,5,3.022,0,-0.284145464,0.4939,0,0,Cecr2,"cat eye syndrome chromosome region, candidate 2 homolog (human)"
Z00003464-1,Sertad1,9.62,-0.201,1.588,1,3.501,0.00048,0.00152,7781,0,0,2,0,1.6225,0,0,0.563,0,1,Sertad1,SERTA domain containing 1
Z00006978-1,2810485I05Rik,103.58,-0.201,1.588,0,4.931,0,0.00002,14172,0,0,0,2,1.6076,0,0,0.5504,0,0,2810485I05Rik,RIKEN cDNA 2810485I05 gene
Z00007071-1,Bcdin3,35.57,-0.201,1.588,1,6.765,0,0,-615,1,0,2,2,4.4504,0,0,0.2013,0,0,Bcdin3,"bin3, bicoid-interacting 3, homolog (Drosophila)"
Z00007941-1,Txn2,104.44,-0.201,1.588,0,4.979,0,0.00001,64430,0,0,3,3,2.7553,0,0,0.4913,0,0,Txn2,thioredoxin 2
Z00012088-1,Dazl,100.98,-0.201,1.588,0,6.713,0,0,-134257,0,0,9,4,3.6318,0,0,0.4667,0,0,Dazl,deleted in azoospermia-like
Z00022720-1,Col12a1,8.18,-0.201,1.588,1,4.248,0.00004,0.00015,-26566,0,0,1,2,2.1958,0,0,0.5428,0,0,Col12a1,"procollagen, type XII, alpha 1"
Z00024474-1,Ms4a10,29.68,-0.201,1.588,1,6.231,0,0,1641,0,0,6,8,10.6989,0,0,0.016,1,0,Ms4a10,"membrane-spanning 4-domains, subfamily A, member 10"
Z00025055-1,Nr2e3,56.78,-0.201,1.588,0,4.899,0,0.00002,-16844,0,0,2,0,1.3621,0,0,0.5666,0,1,Nr2e3,"nuclear receptor subfamily 2, group E, member 3"
Z00025549-1,Gja12,22.85,-0.201,1.588,0,8.018,0,0,0,0,0,0,0,0,0,0,1,0,0,Gja12,gap junction membrane channel protein alpha 12
Z00026759-1,Cd300lb,21.07,-0.201,1.588,1,2.894,0.00321,0.0087,-2944,0,0,2,0,2.0221,0,0,0.4381,0,0,Cd300lb,CD300 antigen like family member B
Z00026912-1,Iapp,63.55,-0.201,1.588,0,5.613,0,0,-70,0,0,0,3,3.7626,0,0,0.3404,0,0,Iapp,islet amyloid polypeptide
Z00027024-1,A430028G04Rik,105.3,-0.201,1.588,0,6.208,0,0,0,0,0,0,0,0,0,0,1,0,0,A430028G04Rik,RIKEN cDNA A430028G04 gene
Z00030544-1,Rpl36al,112.37,-0.201,1.588,0,6.925,0,0,8514,0,0,2,0,1.5898,0,0,0.5066,0,0,Rpl36al,ribosomal protein L36a-like
Z00031181-1,Smarca1,102.74,-0.201,1.588,0,7.423,0,0,0,0,0,0,0,0,0,-0.691081139,1,0,1,Smarca1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1"
Z00031563-1,D15Wsu169e,43.63,-0.201,1.588,1,12.032,0,0,827,1,0,2,0,1.5197,0,0,0.5454,0,0,D15Wsu169e,"DNA segment, Chr 15, Wayne State University 169, expressed"
Z00033095-1,EG244913,112.32,-0.201,1.588,0,7.043,0,0,0,0,0,0,0,0,0,0,1,0,0,EG244913,"predicted gene, EG244913"
Z00035907-1,Asah2,9.56,-0.201,1.588,1,3.825,0.00017,0.00057,5782,0,0,2,0,1.7354,0,0,0.563,0,0,Asah2,N-acylsphingosine amidohydrolase 2
Z00036247-1,Exosc1,110.58,-0.201,1.588,0,4.569,0.00001,0.00006,12020,0,0,0,2,1.6687,0,0,0.5066,0,0,Exosc1,exosome component 1
Z00036623-1,Ktn1,22.79,-0.201,1.588,1,14.563,0,0,130089,0,0,2,3,2.1065,-0.455,0,0.4365,0,0,Ktn1,kinectin 1
Z00045812-1,Txndc13,5.3,-0.201,1.588,1,6.531,0.00003,0,-13850,0,0,0,2,1.616,0,0,0.563,0,0,Txndc13,thioredoxin domain containing 13
Z00050651-1,Twf1,21.78,-0.201,1.588,1,2.678,0.00617,0.01568,11471,1,0,0,2,0.6238,0,0,0.8539,0,0,Twf1,"twinfilin, actin-binding protein, homolog 1 (Drosophila)"
Z00053073-1,Fbxo39,19.78,-0.201,1.588,0,4.366,0.00159,0.00011,-16035,0,0,1,5,3.6482,0,0,0.5046,0,0,Fbxo39,F-box protein 39
Z00055610-1,LOC245573,21.8,-0.201,1.588,0,3.842,0.00403,0.00054,0,0,0,0,0,0,0,0,1,0,0,LOC245573,similar to Importin alpha-2 subunit (Karyopherin alpha-2 subunit) (SRP1-alpha) (RAG cohort protein 1) (Pendulin) (Pore targeting complex 58 kDa subunit) (PTAC58) (Importin alpha P1)
Z00058330-1,Sult1e1,36.75,-0.201,1.588,1,2.613,0.00747,0.01865,5336,0,0,2,2,3.7729,0,0,0.4344,0,0,Sult1e1,"sulfotransferase family 1E, member 1"
Z00058835-1,Rpl27a,115.06,-0.201,1.588,0,4.558,0.00001,0.00006,6446,0,0,0,2,1.9216,0,0,0.5066,0,0,Rpl27a,ribosomal protein L27a
Z00058999-1,Acy3,43.11,-0.201,1.588,1,5.726,0,0,-267,0,0,3,0,3.3154,0,0,0.4344,0,0,Acy3,aspartoacylase (aminoacylase) 3
Z00063700-1,Slfn3,14.04,-0.201,1.588,1,3.904,0.00013,0.00045,0,0,0,0,0,0,0,0,1,0,0,Slfn3,schlafen 3
Z00070691-1,BC061212,83.76,-0.201,1.588,0,4.878,0.00001,0.00002,4167,0,0,2,2,3.9903,0,0,0.4939,0,0,BC061212,similar to PRAME family member 8
Z00071515-1,LOC434130,37.61,-0.201,1.588,1,4.137,0.00006,0.00022,0,0,0,0,0,0,0,0,1,0,0,LOC434130,"PREDICTED: Mus musculus similar to Probable Coiled-coil domain-containing protein 8 (LOC434130), mRNA"
Z00071987-1,BB166591,22.44,-0.201,1.588,0,5.657,0.00015,0,0,0,0,0,0,0,0,0,1,0,0,BB166591,expressed sequence BB166591
Z00072191-1,LOC435356,16.64,-0.201,1.588,0,5.458,0.00022,0,0,0,0,0,0,0,0,0,1,0,0,LOC435356,
Z00001946-1,BC088983,90.6,-0.2,1.584,0,15.324,0,0,-252,1,0,0,2,1.868,0,0,0.5198,0,0,BC088983,cDNA sequence BC088983
Z00011175-1,Sftpd,16.01,-0.2,1.584,0,4.529,0.00002,0.00006,-50246,0,1,3,7,3.9774,0,0,0.4891,0,0,Sftpd,surfactant associated protein D
Z00017185-1,Nfat5,11.31,-0.2,1.584,1,3.772,0.0002,0.00067,-6180,0,0,1,9,6.0173,0,0,0.2631,0,1,Nfat5,nuclear factor of activated T-cells 5
Z00018200-1,Ddah2,68.77,-0.2,1.584,1,8.301,0,0,-983,0,0,2,0,2.5823,0,0,0.4677,0,0,Ddah2,dimethylarginine dimethylaminohydrolase 2
Z00018941-1,Top2a,115.79,-0.2,1.584,0,6.94,0,0,-330,0,0,2,0,2.5823,-0.332,-0.291942773,0.5066,0,0,Top2a,topoisomerase (DNA) II alpha
Z00019129-1,Rgl2,105.39,-0.2,1.584,0,4.243,0.00004,0.00016,0,0,0,0,0,0,0,0,1,0,0,Rgl2,ral guanine nucleotide dissociation stimulator-like 2
Z00019295-1,Mga,17.49,-0.2,1.584,1,9.162,0,0,-14863,0,0,2,2,2.9917,0,-0.214633589,0.3598,0,1,Mga,MAX gene associated
Z00022537-1,Ctf1,96.76,-0.2,1.584,0,5.817,0,0,0,0,0,0,0,0,0,0,1,0,0,Ctf1,cardiotrophin 1
Z00024588-1,Igsf11,27.72,-0.2,1.584,1,5.008,0,0.00001,-46203,0,0,2,1,1.8826,0,0,0.4394,0,0,Igsf11,"immunoglobulin superfamily, member 11"
Z00024948-1,Shbg,19.47,-0.2,1.584,1,4.37,0.00003,0.00011,0,0,0,0,0,0,0,0,1,0,0,Shbg,sex hormone binding globulin
Z00025056-1,Zfp146,4.85,-0.2,1.584,1,5.544,0,0,3000,0,0,0,2,2.2851,0,0,0.5428,0,0,Zfp146,zinc finger protein 146
Z00025584-1,Hes3,55.02,-0.2,1.584,1,4.773,0.00001,0.00003,764,1,0,3,0,2.2527,0,0,0.4698,0,1,Hes3,hairy and enhancer of split 3 (Drosophila)
Z00025669-1,Casp4,9.78,-0.2,1.584,1,5.637,0,0,0,0,0,0,0,0,0,0,1,0,0,Casp4,"caspase 4, apoptosis-related cysteine peptidase"
Z00031256-1,LOC636402,102.8,-0.2,1.584,0,6.177,0,0,0,0,0,0,0,0,0,0,1,0,0,LOC636402,similar to ribosomal protein S27a
Z00031948-1,EG436008,105.24,-0.2,1.584,0,3.126,0.00157,0.00453,0,0,0,0,0,0,0,0,1,0,0,EG436008,"predicted gene, EG436008"
Z00032758-1,LOC226030,110.37,-0.2,1.584,0,6.515,0,0,154,0,1,0,2,2.9307,0,0,0.5066,0,0,LOC226030,similar to Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)
Z00034505-1,Pelo,107.51,-0.2,1.584,0,11.422,0,0,802,0,0,0,13,9.3034,0,0,0.187,0,0,Pelo,pelota homolog (Drosophila)
Z00035084-1,Nsun4,101.54,-0.2,1.584,0,7.246,0,0,-178,1,0,1,2,3.5526,0,0,0.4667,0,0,Nsun4,"NOL1/NOP2/Sun domain family, member 4"
Z00035279-1,Prim1,113.79,-0.2,1.584,0,4.904,0,0.00002,-3348,0,0,2,1,3.4181,0,0,0.5066,0,0,Prim1,"DNA primase, p49 subunit"
Z00038265-1,Ddx52,21.4,-0.2,1.584,0,5.639,0.00016,0,-16699,0,0,0,2,1.5489,0,0,0.641,0,0,Ddx52,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
Z00038406-1,Olfr51,21.43,-0.2,1.584,0,3.067,0.01555,0.00536,0,0,0,0,0,0,0,0,1,0,0,Olfr51,olfactory receptor 51
Z00038721-1,Clec4a3,5.43,-0.2,1.584,1,4.837,0.00068,0.00002,11950,0,0,2,0,1.4723,0,0,0.563,0,0,Clec4a3,"C-type lectin domain family 4, member a3"
Z00044941-1,D12Wsu118e,21.74,-0.2,1.584,0,6.248,0.00005,0,0,0,0,0,0,0,0,0,1,0,0,D12Wsu118e,"DNA segment, Chr 12, Wayne State University 118, expressed"
Z00047809-1,AU020206,19.96,-0.2,1.584,0,5.251,0.00032,0.00001,0,0,0,0,0,0,0,-0.270646301,1,0,0,AU020206,expressed sequence AU020206
Z00048383-1,Rasa4,22.3,-0.2,1.584,0,2.58,0.03552,0.02041,13768,0,0,3,0,1.8306,0,0,0.6135,0,0,Rasa4,RAS p21 protein activator 4
Z00060195-1,Mug1,24.29,-0.2,1.584,0,6.53,0,0,-58861,0,0,2,1,1.785,0,0,0.5466,0,0,Mug1,similar to Murinoglobulin 2 precursor (MuG2)
Z00063120-1,2610044O15Rik,81.2,-0.2,1.584,0,5.605,0,0,0,0,0,0,0,0,0,0,1,0,0,2610044O15Rik,RIKEN cDNA 2610044O15 gene
Z00066226-1,LOC432488,22.89,-0.2,1.584,0,6.424,0.00004,0,15806,0,0,3,0,1.7742,0,0,0.6149,0,0,LOC432488,hypothetical LOC432488
Z00069033-1,LOC639390,7.69,-0.2,1.584,1,5.789,0.00012,0,0,0,0,0,0,0,0,0,1,0,0,LOC639390,
Z00002986-1,Psmf1,97.06,-0.199,1.581,0,5,0,0.00001,-16367,0,0,2,12,6.0655,0,0,0.4125,0,0,Psmf1,"proteasome (prosome, macropain) inhibitor subunit 1"
Z00004091-1,Ash1l,20.27,-0.199,1.581,1,16.811,0,0,20096,0,1,0,2,1.4853,-0.299,0.17692609,0.4956,0,1,Ash1l,"ash1 (absent, small, or homeotic)-like (Drosophila)"
Z00013236-1,Dhx36,19.75,-0.199,1.581,1,3.235,0.00112,0.0033,-19231,0,0,2,0,1.3219,-0.536,0,0.5261,0,0,Dhx36,DEAH (Asp-Glu-Ala-His) box polypeptide 36
Z00014496-1,Sf3b4,20.88,-0.199,1.581,1,6.641,0,0,164,1,0,0,3,2.7,0,0,0.3783,0,0,Sf3b4,"splicing factor 3b, subunit 4"
Z00015350-1,Kel,41.76,-0.199,1.581,0,5.206,0,0.00001,2518,0,0,0,2,2.3775,0,0,0.3839,0,0,Kel,Kell blood group
Z00017639-1,Rsbn1,56.53,-0.199,1.581,0,3.21,0.00121,0.00355,8254,0,1,1,2,2.8614,0,-0.198023973,0.5048,0,0,Rsbn1,"rosbin, round spermatid basic protein 1"
Z00023033-1,Il17rd,23.33,-0.199,1.581,0,3.817,0.00017,0.00059,959,0,0,2,10,10.4844,0,0,0.0789,1,0,Il17rd,interleukin 17 receptor D
Z00024470-1,Pou2f1,18.52,-0.199,1.581,1,4.263,0.00004,0.00015,1298,0,0,5,0,4.2816,0,-0.188418091,0.319,0,1,Pou2f1,"POU domain, class 2, transcription factor 1"
Z00026073-1,AI480653,47.39,-0.199,1.581,1,7.628,0,0,2870,0,0,2,1,3.5395,0,0,0.4344,0,0,AI480653,expressed sequence AI480653
Z00027815-1,1110019J04Rik,106.91,-0.199,1.581,0,5.688,0,0,0,0,0,0,0,0,0,0,1,0,0,1110019J04Rik,RIKEN cDNA 1110019J04 gene
Z00030284-1,Rbm26,91.13,-0.199,1.581,0,4.038,0.00008,0.0003,0,0,0,0,0,0,0,0,1,0,0,Rbm26,RNA binding motif protein 26
Z00030428-1,Nfyc,105.46,-0.199,1.581,0,3.647,0.0003,0.00098,10059,0,0,1,2,2.7358,0,0,0.4913,0,1,Nfyc,nuclear transcription factor-Y gamma
Z00034988-1,Sae2,35.94,-0.199,1.581,1,5.108,0,0.00001,2946,0,0,2,3,4.9676,0,0,0.2013,0,0,Sae2,SUMO1 activating enzyme subunit 2
Z00036356-1,Phf20,49.06,-0.199,1.581,1,5.033,0,0.00001,3376,0,0,0,5,3.9132,0,0,0.4573,0,1,Phf20,PHD finger protein 20
Z00039640-1,Zbtb3,22.14,-0.199,1.581,0,3.141,0.0137,0.00437,0,0,0,0,0,0,0,0,1,0,1,Zbtb3,zinc finger and BTB domain containing 3
Z00054885-1,Cog2,48.6,-0.199,1.581,1,4.956,0,0.00002,50,1,0,3,1,4.1646,0,0,0.4573,0,0,Cog2,component of oligomeric golgi complex 2
Z00055669-1,Raph1,53.49,-0.199,1.581,1,4.257,0.00004,0.00015,5711,0,1,2,0,1.7403,0,0,0.4959,0,0,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
