"Table S12. Combined tentative target genes (TTGs) of Pou5f1, Sox2, and Nanog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Features of OCT4/NANOG binding site,,,,,,Logratio of gene expression in lineage committed cells compared to ES*,,,,,,,,,,,,,,,,,,,,,,,,,,
Trps1,1,0,0,-0.64,0,-0.203185855,8.32,NA,NA,-1,1,0,-10669,0,1,3,7,5.6235,-0.56124,0.7396,0.3558,0,Mixed,No,Trps1,"Mus musculus trichorhinophalangeal syndrome I (human) (Trps1), mRNA",,,,,,,,,,,,,,,,,,,
Tspan17,1,1,0,-0.294,-0.243,0,42.45,71.46,NA,-1,1,0,-6314,0,0,4,9,7.4862,-0.19025,-0.3808,0,0,Down-regulated,Yes,Tspan17,tetraspanin 17,,,,,,,,,,,,,,,,,,,
Tst,0,0,1,-0.335,-0.205,-0.346809674,59.13,82.55,NA,-1,3,0,-681,1,0,3,1,4.1744,0,0,0.5325,-0.2408,Mixed,No,Tst,"thiosulfate sulfurtransferase, mitochondrial",,,,,,,,,,,,,,,,,,,
Tuba4,1,1,0,-0.594,-0.405,0,11.65,26.21,NA,-1,1,0,944,0,0,2,1,4.5011,-0.23703,-1.4681,-0.4604,0,Down-regulated,Yes,Tuba4,"tubulin, alpha 4",,,,,,,,,,,,,,,,,,,
Tubb2b,0,0,1,0,-0.186,-0.365014222,NA,89.37,NA,-1,1,0,-1531,1,0,4,3,5.9485,0,0,No data,0,No change,No,Tubb2b,"tubulin, beta 2b",,,,,,,,,,,,,,,,,,,
Twf2,1,0,1,-0.325,0,-0.1817,19.12,NA,NA,-1,1,0,-586,0,0,3,7,9.65,-0.58026,-0.7453,-0.6597,-0.5415,Down-regulated,Yes,Twf2,"twinfilin, actin-binding protein, homolog 2 (Drosophila)",,,,,,,,,,,,,,,,,,,
Ube2f,1,0,0,0.282,0,0,59.34,NA,NA,1,0,0,-334,1,0,4,2,3.0778,0.53109,0.341,0,0,Up-regulated,Yes,Ube2f,ubiquitin-conjugating enzyme E2F (putative),,,,,,,,,,,,,,,,,,,
Ubl3,1,0,0,-0.397,0,0,11.31,NA,NA,-1,0,0,2332,0,0,1,2,3.8162,-0.2211,0.2885,0.1818,0,Mixed,No,Ubl3,ubiquitin-like 3,,,,,,,,,,,,,,,,,,,
Ubqln4,1,1,0,-0.512,-0.294,0,11.07,36.17,NA,-1,1,0,8856,0,0,9,27,12.8625,-0.20956,-0.3628,0,-0.3892,Down-regulated,Yes,Ubqln4,ubiquilin 4,,,,,,,,,,,,,,,,,,,
Ubxd4,1,1,1,-0.496,-0.226,-0.259833333,10.05,41.43,NA,-1,3,0,9671,0,0,4,8,6.4618,-0.27173,-0.5129,No data,-0.4042,Down-regulated,Yes,Ubxd4,UBX domain containing 4,,,,,,,,,,,,,,,,,,,
Uck2,1,0,0,-0.38,0,-0.257013811,68.96,NA,NA,-1,1,0,13536,0,0,8,5,6.2206,0,-0.5221,0,0,Down-regulated,Yes,Uck2,uridine-cytidine kinase 2,,,,,,,,,,,,,,,,,,,
Uhrf2,1,0,0,0.256,0,0,34.99,NA,NA,1,0,0,-1220,0,0,6,8,4.8874,0,0.2533,0,0,Up-regulated,Yes,Uhrf2,"ubiquitin-like, containing PHD and RING finger domains 2",,,,,,,,,,,,,,,,,,,
Ulk1,1,1,0,-0.403,-0.309,0,11.45,16.22,NA,-1,1,0,1313,0,0,1,6,7.0067,-0.2455,-0.5731,-0.4271,-0.4328,Down-regulated,Yes,Ulk1,Unc-51 like kinase 1 (C. elegans),,,,,,,,,,,,,,,,,,,
Ung2,1,1,1,-0.364,-0.209,0.701504588,13.66,45.16,NA,1,1,2,-111,1,0,6,2,3.3906,-0.2305,-0.5257,0,-0.425,Down-regulated,Yes,Ung2,uracil DNA glycosylase 2,,,,,,,,,,,,,,,,,,,
Upp1,1,1,0,-1.43,-0.375,0,15.44,27.5,NA,-1,1,0,-1377,0,0,0,11,7.7815,-0.29434,-0.7977,-1.5163,-1.5386,Down-regulated,Yes,Upp1,uridine phosphorylase 1,,,,,,,,,,,,,,,,,,,
Usp28,1,1,0,-0.547,-0.454,0,15.22,19.32,NA,-1,1,0,-8776,0,0,2,7,5.4298,-0.40825,-0.3198,-0.2902,-0.5522,Down-regulated,Yes,Usp28,ubiquitin specific peptidase 28,,,,,,,,,,,,,,,,,,,
Utf1,1,0,0,-0.363,0,0,23.46,NA,NA,-1,0,0,6089,1,0,5,7,6.1809,0,-0.8617,-0.6351,-0.8269,Down-regulated,Yes,Utf1,undifferentiated embryonic cell transcription factor 1,,,,,,,,,,,,,,,,,,,
Utrn,1,0,1,0.593,0,0.3007,61.26,NA,NA,1,1,0,-274,1,0,4,17,4.8547,0,-0.4283,-0.3045,0,Down-regulated,No,Utrn,utrophin,,,,,,,,,,,,,,,,,,,
Vangl2,0,1,0,0,-0.27,-0.190427541,NA,34.48,NA,-1,1,0,186078,0,0,3,14,3.9916,0,0.3428,0,-0.1899,Mixed,No,Vangl2,"vang-like 2 (van gogh, Drosophila)",,,,,,,,,,,,,,,,,,,
Vdac1,1,0,0,-0.32,0,0,1.64,NA,NA,-1,0,0,-33959,0,0,5,5,4.364,0,-0.2235,-0.2141,-0.251,Down-regulated,Yes,Vdac1,voltage-dependent anion channel 1,,,,,,,,,,,,,,,,,,,
Vegfc,1,1,1,-0.702,-0.52,-0.374,4.97,19.8,55.67,-1,3,0,-1647,0,1,5,3,7.4173,-0.6307,-0.4429,-0.584,0.2688,Mixed,No,Vegfc,vascular endothelial growth factor C,,,,,,,,,,,,,,,,,,,
Wasf1,0,0,1,-0.374,0,-0.287,35.4,NA,39.87,-1,1,0,8289,0,1,2,0,1.5981,0,0,0.3264,-0.203,Mixed,No,Wasf1,WASP family 1,,,,,,,,,,,,,,,,,,,
Wbscr27,0,0,1,0,0.359,-0.215,NA,15.32,78.49,1,0,1,10571,0,1,3,6,3.2901,0,0.1827,0,-0.2742,Mixed,No,Wbscr27,Williams Beuren syndrome chromosome region 27 (human),,,,,,,,,,,,,,,,,,,
Wdr82,1,0,0,-0.281,0,0,14.47,NA,NA,-1,0,0,1008,1,0,4,7,9.22,-0.2077,0,0,0,Down-regulated,Yes,Wdr82,WD repeat domain containing 82,,,,,,,,,,,,,,,,,,,
X99384,0,0,1,-0.586,0,-0.261,16.58,NA,52.86,-1,1,0,500,1,0,4,0,2.9041,-0.2897,0,0,-0.5942,Down-regulated,Yes,X99384,cDNA sequence X99384,,,,,,,,,,,,,,,,,,,
Ybx1,1,1,0,-0.531,-0.433,0,13.67,24.27,NA,-1,1,0,2232,0,0,1,4,5.1419,-0.4734,0,-0.332,-0.3534,Down-regulated,Yes,Ybx1,Y box protein 1,,,,,,,,,,,,,,,,,,,
Yes1,0,0,1,0,-0.504,-0.229,NA,9.74,19.79,-1,1,0,5457,0,0,6,4,6.5195,0,0,0,0,No change,No,Yes1,Yamaguchi sarcoma viral (v-yes) oncogene homolog 1,,,,,,,,,,,,,,,,,,,
Zbtb24,1,0,0,-0.428,0,0,24.88,NA,NA,-1,0,0,16943,0,0,8,6,6.2137,0,-0.2227,-0.1901,-0.2498,Down-regulated,Yes,Zbtb24,zinc finger and BTB domain containing 24,,,,,,,,,,,,,,,,,,,
Zbtb41,0,1,0,0,-0.18,0,NA,23.64,NA,-1,0,0,-10090,0,1,2,9,5.9168,0,0.6188,0.5481,0.3319,Up-regulated,No,Zbtb41,zinc finger and BTB domain containing 41 homolog,,,,,,,,,,,,,,,,,,,
Zbtb44,1,1,1,-0.499,-0.292,-0.439,29.03,47.38,10.89,-1,3,0,-11695,0,0,2,34,11.1563,-0.25518,-0.6699,-0.6518,-0.2524,Down-regulated,Yes,Zbtb44,zinc finger and BTB domain containing 44,,,,,,,,,,,,,,,,,,,
Zc3h7b,0,0,1,-0.304,0,-0.311,49.97,NA,37.81,-1,1,0,961,1,0,2,2,4.4504,0,0.2419,0.3117,0,Up-regulated,No,Zc3h7b,zinc finger CCCH type containing 7B,,,,,,,,,,,,,,,,,,,
Zcchc10,1,1,0,-0.45,-0.392,0,17.77,35.43,NA,-1,1,0,-13290,0,1,1,7,4.4942,-0.2845,-0.5627,-0.6805,-0.2797,Down-regulated,Yes,Zcchc10,"zinc finger, CCHC domain containing 10",,,,,,,,,,,,,,,,,,,
Zcd1,1,1,0,-0.327,-0.289,0,27.45,30.63,NA,-1,1,0,34643,0,1,4,15,6.3505,-0.24,0,-0.2794,-0.2064,Down-regulated,Yes,Zcd1,"zinc finger, CDGSH-type domain 1",,,,,,,,,,,,,,,,,,,
Zfp101,0,0,1,0,0,-0.673,NA,NA,9.27,-1,0,0,-240,1,0,2,1,3.4315,0,0,-0.2198,0,Down-regulated,Yes,Zfp101,zinc finger protein 101,,,,,,,,,,,,,,,,,,,
Zfp184,0,1,0,0,-0.389,0,NA,30.2,NA,-1,0,0,-79758,0,1,2,7,3.3233,-0.32727,0,No data,-0.4416,Down-regulated,No,Zfp184,zinc finger protein 184 (Kruppel-like),,,,,,,,,,,,,,,,,,,
Zfp219,1,0,0,-0.553,0,0,24.58,NA,NA,-1,0,0,442,0,0,5,2,7.4889,-0.2597,0,0,-0.2162,Down-regulated,Yes,Zfp219,zinc finger protein 219,,,,,,,,,,,,,,,,,,,
Zfp292,1,1,1,-0.488,-0.367,-0.199202205,8.63,19.33,NA,-1,3,0,836,0,0,0,5,5.1685,-0.2735,-0.391,-0.3623,-0.2152,Down-regulated,Yes,Zfp292,zinc finger protein 292,,,,,,,,,,,,,,,,,,,
Zfp36l1,1,1,0,-0.385,-0.374,0,17.42,15.34,NA,-1,1,0,-3376,0,0,6,11,10.2221,-0.21549,0.4788,0.4494,0,Mixed,No,Zfp36l1,"zinc finger protein 36, C3H type-like 1",,,,,,,,,,,,,,,,,,,
Zfp42,1,0,1,-0.613,0,-0.238,27.53,NA,44.27,-1,1,0,-14291,0,0,4,14,7.4697,-0.43606,-1.5085,-1.5239,-1.4487,Down-regulated,Yes,Zfp42,zinc finger protein 42,,,,,,,,,,,,,,,,,,,
Zfp459,1,1,0,-0.681,-0.888,0,15.06,21.98,NA,-1,1,0,588,0,0,3,1,5.2404,-0.98318,-1.1389,No data,-1.1202,Down-regulated,Yes,Zfp459,zinc finger protein 459,,,,,,,,,,,,,,,,,,,
Zfp462,0,1,0,-0.297,-0.228,0,3.66,29.95,NA,-1,1,0,-24199,0,0,3,13,6.1249,0,0,0,0,No change,No,Zfp462,zinc finger protein 462,,,,,,,,,,,,,,,,,,,
Zfp532,1,1,1,-0.831,-0.424,-0.227,15.52,29,65.28,-1,3,0,-25,0,0,0,4,4.5026,-0.42075,0,0,-0.2955,Down-regulated,Yes,Zfp532,zinc finger protein 532,,,,,,,,,,,,,,,,,,,
Zfp57,1,0,1,-0.344,0,-0.462,22.89,NA,36.24,-1,1,0,-4646,0,0,7,14,10.8623,0,-0.2948,0,-0.2612,Down-regulated,Yes,Zfp57,zinc finger protein 57,,,,,,,,,,,,,,,,,,,
Zfp59,0,1,1,-0.219,-0.428,-0.237734827,20.48,14,NA,-1,3,0,1896,0,1,1,5,5.9169,No data,No data,No data,No data,No data,No,Zfp59,zinc finger protein 59,,,,,,,,,,,,,,,,,,,
Zfp608,0,1,0,0,-0.263,0.211883333,NA,10.88,NA,-1,0,1,-793,1,0,2,3,5.2823,-0.1959,0.4378,0.4338,0,Mixed,No,Zfp608,zinc finger protein 608,,,,,,,,,,,,,,,,,,,
Zfp623,1,0,0,-0.376,0,0,18.65,NA,NA,-1,0,0,8006,0,0,5,3,5.1953,0,0.2594,0,0,Up-regulated,No,Zfp623,zinc finger protein 623,,,,,,,,,,,,,,,,,,,
Zfp74,1,1,0,-0.569,-0.32,0,8.45,58.4,NA,-1,1,0,-497,0,1,0,6,5.7461,-0.50169,-0.4478,-0.6015,-0.3809,Down-regulated,Yes,Zfp74,zinc finger protein 74,,,,,,,,,,,,,,,,,,,
Zic2,0,1,0,0,-0.209,0,NA,40.73,NA,-1,0,0,-6979,1,0,1,17,7.0302,0,0,0,0,No change,No,Zic2,Zic finger protein of the cerebellum 2,,,,,,,,,,,,,,,,,,,
Zic3,1,1,0,-1.659,-0.503,0,5.68,27.13,NA,-1,1,0,9448,0,0,8,2,5.411,-0.6956,-1.3421,-1.563,-1.2589,Down-regulated,Yes,Zic3,zinc finger protein of the cerebellum 3,,,,,,,,,,,,,,,,,,,
Zic5,0,1,1,0,-0.23,-0.518873724,NA,54.67,39.06,-1,1,0,-3555,1,0,1,17,8.3674,0,0,0,-0.2673,Down-regulated,Yes,Zic5,zinc finger protein of the cerebellum 5,,,,,,,,,,,,,,,,,,,
Zmat4,1,1,0,-0.411,-0.491,-0.179634472,6.06,20.45,NA,-1,3,0,-107364,0,0,7,4,3.4967,-0.19653,-0.5687,No data,-0.5919,Down-regulated,Yes,Zmat4,"zinc finger, matrin type 4",,,,,,,,,,,,,,,,,,,
Zmat5,1,0,0,-0.275,0,0,38.91,NA,NA,-1,0,0,313,0,0,1,7,8.0273,0,0,0,-0.2268,Down-regulated,Yes,Zmat5,"zinc finger, matrin type 5",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"*) Differential expression in trophectoderm stem cells (TS), neural stem cells (NS), and embryonic fibroblasts (MEF) compared to embryonic stem cells (ES) is combined from Carter et al. (2005), Aiba et al. (2006) and Ulloa-Montoya et al. (2007)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
